house_index,bedrooms,property_type,property_subtype,locality,postal_code,street,number,box,kitchen,facades,price,furnished,terrace,terraceSurface,fireplace,fireplaceCount,buildingState,garden,gardenSurface,pool,landSurface,livingArea,surfaceOfThePlot,typeOfSale
444,2,HOUSE,HOUSE,Nieuwkerke,8950,Dranouterstraat,29,,1,2.0,179000.0,0,1,25.0,0,0,GOOD,1,254,0,392.0,85.0,392.0,
4169,2,APARTMENT,APARTMENT,Knokke-Heist Knokke,8300,Amerikapad,22,1,0,2.0,1095000.0,0,0,0.0,0,0,,0,0,0,,143.0,,
6658,6,HOUSE,VILLA,Uccle,1180,,,,1,4.0,5500000.0,0,1,,0,0,AS_NEW,1,5000,1,5705.0,1173.0,5705.0,
6831,3,HOUSE,HOUSE,VIRTON,6760,,,,0,4.0,160000.0,0,0,0.0,0,0,TO_RENOVATE,1,1668,0,2068.0,123.0,2068.0,UnderOption
4972,4,HOUSE,VILLA,Sint-Martens-Latem,9830,Kapitteldreef,0,,0,,2400000.0,0,1,,0,0,TO_BE_DONE_UP,0,0,0,0.0,326.0,0.0,
2534,1,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,1200,Avenue A.J. Slegers,201,,1,2.0,309000.0,0,1,12.0,0,0,GOOD,0,0,0,,70.0,,
7606,6,HOUSE,HOUSE,UCCLE,1180,,,,0,,1450000.0,0,1,25.0,0,0,TO_BE_DONE_UP,1,100,0,216.0,253.0,216.0,
5784,2,APARTMENT,APARTMENT,Knokke-Heist,8300,Piers de Raveschootlaan,113,2.2,1,2.0,620000.0,1,1,4.0,0,0,AS_NEW,0,0,0,,85.0,,
9745,4,HOUSE,HOUSE,Malonne,5020,Coin du Mur,12,,1,4.0,270000.0,0,1,20.0,1,1,TO_RENOVATE,1,225,0,1412.0,130.0,1412.0,UnderOption
16874,2,APARTMENT,APARTMENT,Diepenbeek,3590,Vilveld,3,0022,1,,299000.0,0,1,9.0,0,0,GOOD,0,0,0,,,,
12591,2,APARTMENT,APARTMENT,ANTWERPEN,2020,Sint-Bernardsesteenweg,141,3v,1,2.0,297500.0,0,1,11.0,0,0,,0,0,0,,120.0,,
18473,1,APARTMENT,APARTMENT,Vilvoorde,1800,Gustaaf levisstraat,2,2.09,0,2.0,255723.0,0,1,11.0,0,0,GOOD,0,0,0,,74.0,,UnderOption
8296,3,HOUSE,HOUSE,TURNHOUT,2300,Waterheidestraat,13,,1,3.0,319000.0,0,1,,0,0,TO_BE_DONE_UP,0,0,0,720.0,154.0,720.0,
11156,2,APARTMENT,APARTMENT,Antwerpen,2018,Kielsevest,12,4.4,0,,350000.0,0,1,16.0,0,0,GOOD,0,0,0,,95.0,,
12600,2,APARTMENT,PENTHOUSE,Leuven,3000,Vaartkom,35,,1,2.0,2490000.0,1,1,200.0,1,1,AS_NEW,0,0,0,,400.0,,
16863,1,APARTMENT,APARTMENT,VORST,2430,Geelsebaan,51,,1,,250000.0,0,1,10.0,0,0,,0,0,0,,89.0,,
12008,6,HOUSE,HOUSE,SIRAULT,7332,Rue Emile Lenoir,106,,1,4.0,345000.0,0,0,0.0,0,0,GOOD,1,931,0,1036.0,171.0,1036.0,UnderOption
15247,4,APARTMENT,TRIPLEX,Zellik,1731,Jan Longinstraat,5,102,1,,429638.0,0,1,22.0,0,0,AS_NEW,0,0,0,,135.0,,
2187,5,HOUSE,HOUSE,KALKEN,9270,Vaartstraat,25,,1,4.0,995000.0,0,1,,0,0,TO_BE_DONE_UP,0,0,0,2840.0,425.0,2840.0,
2448,2,APARTMENT,APARTMENT,Molenbeek-Saint-Jean,1080,Rue Hélène Ryckmans,3,,0,2.0,160000.0,0,0,0.0,0,0,,0,0,0,,57.0,,
4417,2,APARTMENT,APARTMENT,Asse Zellik,1731,Breughelpark,5,38,1,2.0,219000.0,0,1,6.0,0,0,AS_NEW,0,0,0,,70.0,,
7662,4,HOUSE,MIXED_USE_BUILDING,Asse Zellik,1731,Jozef Termoniastraat,9,,1,2.0,599000.0,0,1,4.0,0,0,,0,0,0,305.0,239.0,305.0,UnderOption
16250,3,APARTMENT,APARTMENT,Hove,2540,Boechoutsesteenweg,142,11,0,4.0,625000.0,0,0,0.0,1,1,GOOD,0,0,0,,160.0,,UnderOption
16437,4,HOUSE,VILLA,Neerpelt,3910,Wildlaan,5,,0,4.0,2100000.0,0,0,0.0,0,0,AS_NEW,0,0,1,5000.0,678.0,5000.0,
5350,3,HOUSE,HOUSE,Grimbergen,1850,Beigemsesteenweg,68,,0,3.0,515000.0,0,0,0.0,0,0,,0,0,0,450.0,234.0,450.0,
2410,3,HOUSE,HOUSE,Frasnes-lez-Anvaing,7912,Rue du Garceau,19,,1,3.0,199000.0,0,1,30.0,0,0,GOOD,1,500,0,700.0,160.0,700.0,UnderOption
12916,2,APARTMENT,DUPLEX,BRUXELLES,1000,Rue de Laeken,154,,0,2.0,460000.0,0,1,15.0,0,0,,0,0,0,,130.0,,
1537,2,HOUSE,HOUSE,Auderghem,1160,Albert meunier,6,,1,2.0,375000.0,0,1,50.0,0,0,TO_RENOVATE,0,0,0,90.0,140.0,90.0,
11321,2,APARTMENT,PENTHOUSE,Rocourt,4000,Chaussée de Tongres,494,31,1,2.0,219000.0,0,1,23.0,0,0,GOOD,0,0,0,,79.0,,
7778,1,APARTMENT,APARTMENT,Aalst Nieuwerkerken,9320,Schoolstraat,17B,,1,2.0,129000.0,1,0,0.0,0,0,TO_BE_DONE_UP,0,0,0,,,,UnderOption
16037,2,APARTMENT,APARTMENT,Kontich,2550,Groeningenlei,144,1.3,1,2.0,649000.0,0,1,25.0,0,0,AS_NEW,0,0,0,,179.0,,
2973,0,APARTMENT,FLAT_STUDIO,ANTWERPEN,2000,Van Arteveldestraat,28/30,302,1,2.0,132000.0,0,0,0.0,0,0,GOOD,0,0,0,,31.0,,
10030,5,HOUSE,HOUSE,Bonnert,6700,Rue du Vallon,28,,1,4.0,780000.0,0,1,,1,1,AS_NEW,0,0,0,1115.0,166.0,1115.0,
18745,4,APARTMENT,PENTHOUSE,Ixelles,1050,,,,1,3.0,1250000.0,0,1,100.0,0,0,GOOD,0,0,0,,314.0,,
2394,3,HOUSE,HOUSE,Sint-Truiden,3800,Grote Vinnestraat,71,,0,4.0,289000.0,0,1,,0,0,TO_BE_DONE_UP,1,1500,0,2526.0,190.0,2526.0,
4007,4,HOUSE,HOUSE,Evergem,9940,Draaitopstraat,20,,0,,429000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,1533.0,163.0,1533.0,
14038,1,APARTMENT,APARTMENT,Wenduine,8420,Jan Devosstraat,1,0201,1,,209000.0,0,0,0.0,0,0,GOOD,0,0,0,,60.0,,
3721,1,APARTMENT,SERVICE_FLAT,Assebroek,8310,Daverlostraat,170,,0,,135000.0,0,1,,0,0,JUST_RENOVATED,0,0,0,,56.0,,
10037,3,HOUSE,HOUSE,Gavere,9890,Slaapstraat,8,C,1,2.0,401089.0,0,1,17.0,0,0,AS_NEW,1,53,0,159.0,153.0,159.0,
9492,2,APARTMENT,APARTMENT,Willebroek,2830,Herman Vosstraat,2,101,1,2.0,274000.0,0,0,0.0,0,0,GOOD,0,0,0,,101.0,,
7857,2,HOUSE,HOUSE,Tienen,3300,Piepelboomstraat,56,,0,3.0,99000.0,0,0,0.0,0,0,,0,0,0,252.0,110.0,252.0,PublicSale
11631,2,APARTMENT,APARTMENT,Eeklo,9900,Leopoldlaan,17,8,1,,349000.0,0,1,,0,0,AS_NEW,0,0,0,,100.0,,
2880,2,HOUSE,HOUSE,Eeklo,9900,Boelare,108,,1,,569000.0,0,1,,0,0,GOOD,0,0,0,235.0,320.0,235.0,
13156,1,APARTMENT,APARTMENT,Antwerpen (2020),2020,Frankrijklei,5,1713,0,,340000.0,0,1,,0,0,AS_NEW,0,0,0,,64.0,,
16116,5,HOUSE,MIXED_USE_BUILDING,Eeklo,9900,Markt,61,,1,2.0,349000.0,0,1,28.0,0,0,GOOD,0,0,0,94.0,276.0,94.0,
2797,2,APARTMENT,APARTMENT,Blankenberge,8370,Koning Albert I laan,23,VER2,0,,150000.0,0,0,0.0,0,0,TO_BE_DONE_UP,0,0,0,,67.0,,
5731,2,APARTMENT,APARTMENT,Knokke-Heist,8300,,,,0,,495000.0,0,0,0.0,0,0,JUST_RENOVATED,0,0,0,,,,
17635,3,HOUSE,HOUSE,Mechelen,2800,Het Vlietje,9,,0,2.0,485000.0,0,1,,0,0,TO_BE_DONE_UP,0,0,0,130.0,319.0,130.0,UnderOption
6292,2,APARTMENT,APARTMENT,MOLENBEEK-SAINT-JEAN,1080,,,,1,2.0,220000.0,0,1,8.0,0,0,GOOD,0,0,0,,108.0,,UnderOption
10597,1,APARTMENT,FLAT_STUDIO,Etterbeek,1040,Sint-Pieterssteenweg,373,,1,2.0,299000.0,0,1,9.0,0,0,AS_NEW,1,20,0,,45.0,,
15232,6,HOUSE,VILLA,Knokke-Heist,8300,Berkenlaan,10 B,,1,3.0,6500000.0,0,1,,0,0,AS_NEW,1,890,0,890.0,368.0,890.0,
12215,4,HOUSE,HOUSE,Liers,4042,Rue Devant l'Abbeye,4,,1,2.0,425000.0,0,1,35.0,0,0,AS_NEW,1,120,0,301.0,160.0,301.0,
15964,3,HOUSE,HOUSE,Aalst,9300,Baatmeers,3,,0,3.0,575000.0,0,1,44.0,0,0,AS_NEW,0,0,0,520.0,195.0,520.0,
6280,1,APARTMENT,APARTMENT,Antwerpen,2018,Lange Altaarstraat,19,3,1,2.0,289000.0,0,1,,0,0,AS_NEW,0,0,0,,64.0,,
17664,5,HOUSE,HOUSE,Waterloo,1410,,,,1,4.0,600000.0,0,1,20.0,0,0,GOOD,1,250,0,551.0,200.0,551.0,
5447,3,APARTMENT,APARTMENT,Turnhout,2300,De Merodelei,9,7,1,2.0,189000.0,0,1,12.0,0,0,,0,0,0,,109.0,,
18868,2,APARTMENT,APARTMENT,Ciney,5590,,,,1,2.0,230000.0,0,1,10.0,0,0,AS_NEW,0,0,0,,75.0,,UnderOption
6384,0,APARTMENT,FLAT_STUDIO,Woluwe-Saint-Pierre,1150,Val des Seigneurs,140,,1,2.0,198000.0,0,0,0.0,0,0,AS_NEW,0,0,0,,42.0,,UnderOption
11207,4,HOUSE,VILLA,Nivelles,1400,Rue De Dinant,38,,1,4.0,549000.0,0,1,13.0,0,0,GOOD,1,1196,0,1361.0,262.0,1361.0,UnderOption
17871,3,APARTMENT,APARTMENT,Gent,9000,Kortrijksesteenweg,773,,0,,1325000.0,0,0,0.0,0,0,GOOD,0,0,0,,180.0,,
16480,1,APARTMENT,APARTMENT,Knokke,8300,Julius Hostestraat,1,32,0,,349500.0,0,0,0.0,0,0,,0,0,0,,46.0,,
18792,1,APARTMENT,APARTMENT,Antwerpen,2100,Bisschoppenhoflaan,450,101,1,,125000.0,0,0,0.0,0,0,GOOD,0,0,0,,52.0,,UnderOption
7296,2,HOUSE,HOUSE,Londerzeel,1840,Stationsstraat,35,,0,2.0,285000.0,0,0,0.0,0,0,,0,0,0,157.0,98.0,157.0,
17269,2,APARTMENT,APARTMENT,Zedelgem,8210,"Torhoutsesteenweg,",206,3.02,0,,379349.0,0,1,33.0,0,0,GOOD,0,0,0,,110.0,,
2647,4,HOUSE,HOUSE,Hoeilaart,1560,Paul Malustraat,8,,1,3.0,585000.0,0,1,41.0,0,0,GOOD,0,0,0,228.0,280.0,228.0,
13235,3,APARTMENT,APARTMENT,Evere,1140,Rue Colonel Bourg,135,,1,2.0,475000.0,0,1,17.0,0,0,AS_NEW,0,0,0,,129.0,,
1146,3,HOUSE,HOUSE,Sint-Martens-Latem,9831,Klapstraat,121,,0,3.0,375000.0,0,0,0.0,0,0,TO_RENOVATE,1,764,0,924.0,227.0,924.0,
8454,4,HOUSE,HOUSE,HERENTALS,2200,Lierseweg,157,,1,3.0,575000.0,0,1,,1,1,GOOD,0,0,0,1444.0,429.0,1444.0,
19695,2,APARTMENT,APARTMENT,Sprimont,4140,,,,1,2.0,150000.0,0,0,0.0,0,0,GOOD,0,0,0,,61.0,,UnderOption
2863,3,HOUSE,HOUSE,Koekelare,8680,Belhuttebaan,24,,1,,369000.0,0,1,,0,0,GOOD,0,0,0,666.0,233.0,666.0,
3947,3,APARTMENT,APARTMENT,Knokke,8300,Sylvain Dupuisstraat,1,,1,3.0,1875000.0,1,0,0.0,0,0,JUST_RENOVATED,0,0,0,,,,
2208,3,HOUSE,HOUSE,Rochefort,5580,Rue Joseph Wauters,4,,1,2.0,115000.0,0,1,40.0,0,0,GOOD,0,0,0,110.0,99.0,110.0,UnderOption
14020,3,APARTMENT,DUPLEX,Pentagone (Bruxelles),1000,Quai au Foin,47,,0,2.0,540000.0,0,1,15.0,0,0,,1,30,0,,129.0,,
16327,3,APARTMENT,PENTHOUSE,Kortrijk,8500,Louis Robbeplein,3,0031,0,,595000.0,0,1,35.0,0,0,AS_NEW,0,0,0,,195.0,,
13736,3,HOUSE,HOUSE,Brakel,9660,Valkenstraat,62,,1,4.0,395000.0,0,0,0.0,0,0,AS_NEW,0,0,0,394.0,120.0,394.0,
17566,4,APARTMENT,PENTHOUSE,Turnhout,2300,Vogelzang,3,6,0,4.0,485000.0,0,1,30.0,0,0,AS_NEW,0,0,0,,205.0,,
7460,4,HOUSE,HOUSE,Woluwe-Saint-Lambert,1200,,,,1,2.0,1145000.0,0,1,60.0,0,0,,0,0,0,258.0,245.0,258.0,
12543,3,APARTMENT,APARTMENT,Uccle,1180,Rue Langeveld,51,,1,4.0,645000.0,0,1,18.0,0,0,TO_RENOVATE,0,0,0,,151.0,,
6834,3,HOUSE,HOUSE,Sleidinge,9940,Sleidingedorp,11,,0,3.0,192000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,561.0,166.0,561.0,
5458,0,APARTMENT,FLAT_STUDIO,De Panne,8660,Dynastielaan,30,09.03,0,,285000.0,1,1,5.0,0,0,,0,0,0,,34.0,,
13152,2,APARTMENT,APARTMENT,MOL,2400,Corbiestraat,1,,1,2.0,331000.0,0,1,34.0,0,0,,0,0,0,,114.0,,UnderOption
6814,2,APARTMENT,APARTMENT,Forest,1190,,,,1,3.0,415000.0,0,0,0.0,0,0,GOOD,0,0,0,,105.0,,UnderOption
8488,5,HOUSE,APARTMENT_BLOCK,VORSELAAR,2290,Lepelstraat,84,,1,3.0,549000.0,0,1,,0,0,GOOD,0,0,0,413.0,444.0,413.0,
7888,0,APARTMENT,APARTMENT,Bruxelles - Sablon,1000,,,,1,2.0,248000.0,0,1,7.0,0,0,,0,0,0,,58.0,,
14586,4,HOUSE,HOUSE,Egem,8740,Kolonel Naessensstraat,20,1,0,4.0,277000.0,0,1,,0,0,GOOD,0,0,0,224.0,159.0,224.0,
3920,3,HOUSE,HOUSE,KRAAINEM,1950,,,,1,3.0,425000.0,0,1,7.0,0,0,GOOD,1,200,0,438.0,135.0,438.0,
14842,0,APARTMENT,FLAT_STUDIO,FOREST,1190,Rue des Carburants,64,,1,3.0,225000.0,0,1,8.0,0,0,,1,100,0,,46.0,,UnderOption
10777,6,HOUSE,VILLA,Lokeren,9160,Zelebaan,110,,1,4.0,1175000.0,0,1,,1,1,AS_NEW,0,0,1,9979.0,469.0,9979.0,
4689,4,HOUSE,HOUSE,Gent,9000,Bevrijdingslaan,226,,1,,349000.0,0,0,0.0,0,0,GOOD,0,0,0,63.0,133.0,63.0,
2794,1,APARTMENT,FLAT_STUDIO,Liège,4000,Rue Saint Adalbert,9D,107,1,2.0,79000.0,0,1,14.0,0,0,TO_RENOVATE,0,0,0,,32.0,,UnderOption
18362,0,HOUSE,HOUSE,Torhout,8820,Hugo verriestlaan,26,,0,4.0,1077000.0,0,0,0.0,0,0,GOOD,0,0,0,2100.0,,2100.0,
15509,1,APARTMENT,PENTHOUSE,Saint-Gilles,1060,,,,1,2.0,435000.0,0,1,11.0,0,0,AS_NEW,0,0,0,,73.0,,UnderOption
5680,4,HOUSE,HOUSE,Koekelare,8680,Belhuttebaan,20,,0,3.0,287000.0,0,0,0.0,0,0,AS_NEW,0,0,0,566.0,253.0,566.0,
16547,2,APARTMENT,APARTMENT,Lebbeke,9280,Stationsstraat,112,2,0,,209000.0,0,1,,0,0,,0,0,0,,79.0,,
3994,5,HOUSE,HOUSE,HALANZY,6792,Rue du Pont,28 et 28,A,1,4.0,300000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,800.0,195.0,800.0,
3043,2,HOUSE,HOUSE,Eeklo,9900,Blommekens,65,,0,,225000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,792.0,246.0,792.0,
476,3,HOUSE,HOUSE,Courcelles,6180,Rue Wartonlieu,23,,0,3.0,159000.0,0,1,,0,0,TO_BE_DONE_UP,1,483,0,570.0,162.0,570.0,
11510,2,APARTMENT,APARTMENT,Ronse,9600,Bredestraat,88,0102,1,,285000.0,0,1,17.0,0,0,GOOD,0,0,0,,90.0,,
6597,3,HOUSE,HOUSE,BLANKENBERGE,8370,de Limburg Stirumstraat,33B,,0,,359000.0,0,0,0.0,0,0,,0,0,0,0.0,184.0,0.0,
12575,2,APARTMENT,APARTMENT,MOLENBEEK-SAINT-JEAN,1080,Rue de l'Idylle,16,,0,2.0,225000.0,0,1,9.0,0,0,TO_RENOVATE,0,0,0,,105.0,,UnderOption
2130,5,HOUSE,HOUSE,Woluwe-Saint-Pierre,1150,Avenue Eléonore,53,,1,2.0,1275000.0,0,1,25.0,0,0,GOOD,1,200,0,386.0,320.0,386.0,UnderOption
603,2,HOUSE,HOUSE,Brugge,8000,Hoogstuk,28,,1,,279000.0,0,1,,0,0,GOOD,0,0,0,0.0,64.0,0.0,
14627,2,HOUSE,HOUSE,Dinant,5500,Val de Chession,50,,1,4.0,105000.0,0,0,0.0,0,0,GOOD,0,0,0,175.0,83.0,175.0,UnderOption
5740,5,HOUSE,VILLA,Rhode-Saint-Genèse,1640,,,,1,4.0,750000.0,0,1,50.0,0,0,GOOD,1,500,0,954.0,250.0,954.0,
3591,2,HOUSE,VILLA,Sint-Pieters-Leeuw,1600,August Detréstraat,29,,1,4.0,420000.0,0,1,,0,0,TO_BE_DONE_UP,0,0,0,521.0,150.0,521.0,UnderOption
5227,4,HOUSE,HOUSE,Aalst,9300,Brouwerijstraat,13,,1,2.0,269000.0,0,1,,0,0,TO_RENOVATE,0,0,0,300.0,150.0,300.0,
15559,3,HOUSE,HOUSE,MOEN,8552,Olieberg,165,,1,3.0,449500.0,0,1,,0,0,,0,0,0,993.0,180.0,993.0,
5267,2,HOUSE,HOUSE,Ieper,8900,Gevangenisstraat,8,,0,,149000.0,0,0,0.0,0,0,GOOD,0,0,0,90.0,,90.0,
509,1,APARTMENT,APARTMENT,Saint-Josse-ten-Noode,1210,Rue Potagère,12,,1,2.0,169000.0,0,0,0.0,0,0,TO_BE_DONE_UP,0,0,0,,61.0,,UnderOption
4493,2,APARTMENT,APARTMENT,Heist-aan-Zee,8301,Nicolas Mengélaan,14,33,0,,299000.0,0,0,0.0,0,0,,0,0,0,,70.0,,
19180,4,HOUSE,VILLA,Keerbergen,3140,,,,1,4.0,825000.0,0,1,,0,0,GOOD,0,0,0,3322.0,242.0,3322.0,
15412,3,HOUSE,VILLA,Walcourt,5651,Rue Des Poiriers,14,,1,4.0,550000.0,0,1,22.0,1,1,GOOD,1,3000,0,13500.0,331.0,13500.0,UnderOption
2337,3,HOUSE,HOUSE,Koekelare,8680,Warandestraat,57,,0,3.0,200000.0,0,0,0.0,0,0,GOOD,1,208,0,292.0,113.0,292.0,
18634,2,APARTMENT,APARTMENT,Vilvoorde,1800,Gustaaf levisstraat,2,1.13,0,2.0,313235.0,0,1,12.0,0,0,GOOD,0,0,0,,117.0,,
7466,2,APARTMENT,APARTMENT,NEDER-OVER-HEEMBEEK (BRU.),1120,,,,1,2.0,295000.0,0,1,32.0,0,0,TO_BE_DONE_UP,0,0,0,,95.0,,
7430,2,APARTMENT,APARTMENT,Middelkerke,8430,Zeedijk,154,0601,0,,309000.0,0,1,4.0,0,0,GOOD,0,0,0,,78.0,,
15037,1,APARTMENT,APARTMENT,Blankenberge,8370,Zeedijk,96,613,0,,145000.0,1,1,4.0,0,0,,0,0,0,,47.0,,
351,1,APARTMENT,APARTMENT,Forest,1190,Rue Pieter,14,,1,2.0,169000.0,0,1,6.0,0,0,TO_RENOVATE,0,0,0,,57.0,,
9977,3,HOUSE,HOUSE,Halle,1500,Biezeweide,92,,1,2.0,249000.0,0,1,10.0,0,0,TO_BE_DONE_UP,1,100,0,185.0,115.0,185.0,
18302,2,APARTMENT,APARTMENT,Blankenberge,8370,K. Deswertlaan,5,0103,0,,396500.0,0,1,,0,0,,0,0,0,,102.0,,
716,2,APARTMENT,APARTMENT,Hasselt,3500,Boerenkrijgsingel,13,5,1,,220000.0,0,0,0.0,0,0,GOOD,0,0,0,,85.0,,
18894,3,APARTMENT,APARTMENT,Knokke-Zoute,8300,Zoutelaan,78,41,0,,995000.0,0,1,,0,0,,0,0,0,,145.0,,
2947,4,APARTMENT,APARTMENT,Liège,4000,Rue Charles Magnette,11,64,1,,395000.0,0,0,0.0,0,0,GOOD,0,0,0,,177.0,,
322,4,HOUSE,HOUSE,Pittem,8740,Posterijlaan,33,,1,,430000.0,0,1,,0,0,GOOD,0,0,0,1208.0,277.0,1208.0,
3575,3,APARTMENT,APARTMENT,Jette,1090,Boulevard de Smet de Naeyer,154,,1,2.0,299000.0,0,1,8.0,0,0,GOOD,0,0,0,,109.0,,
17592,2,APARTMENT,APARTMENT,Knokke,8300,Paul Parmentierlaan,0,,0,2.0,769000.0,0,1,9.0,0,0,AS_NEW,0,0,0,,95.0,,
12539,3,HOUSE,HOUSE,Ottignies-Louvain-la-Neuve Ottignies,1340,Avenue des Vallées,80,,1,4.0,595000.0,0,1,50.0,0,0,AS_NEW,1,700,0,880.0,187.0,880.0,UnderOption
7738,3,HOUSE,MANSION,Brugge,8000,Sint-Jozefsplein,14,,0,3.0,150000.0,0,1,,0,0,TO_RENOVATE,0,0,0,169.0,,169.0,PublicSale
11826,1,APARTMENT,APARTMENT,SINT-DENIJS-WESTREM,9051,Derbystraat,40,,1,2.0,125000.0,0,0,0.0,0,0,TO_BE_DONE_UP,0,0,0,,70.0,,
9722,3,HOUSE,HOUSE,Izegem,8870,Sint-Sebastiaanslaan,29,,1,2.0,235000.0,0,1,25.0,0,0,GOOD,1,150,0,221.0,106.0,221.0,
4412,5,HOUSE,HOUSE,GENAPPE,1470,,,,1,4.0,730000.0,0,1,100.0,1,1,TO_BE_DONE_UP,0,0,0,2400.0,335.0,2400.0,
1734,3,HOUSE,BUNGALOW,Nandrin,4550,Rue De La Gendarmerie,17,,1,4.0,325000.0,0,0,0.0,0,0,TO_BE_DONE_UP,1,200,0,1000.0,177.0,1000.0,
7326,3,APARTMENT,APARTMENT,Nieuwpoort,8620,Zeedijk,56,,1,2.0,565000.0,1,1,9.0,0,0,GOOD,0,0,0,,,,
15110,2,APARTMENT,APARTMENT,Knokke,8300,Lippenslaan,0,,0,2.0,590000.0,0,1,5.0,0,0,AS_NEW,0,0,0,,83.0,,
12992,2,APARTMENT,PENTHOUSE,Oostende,8400,Van Iseghemlaan,141,0701,0,,225000.0,0,1,,0,0,TO_BE_DONE_UP,0,0,0,,64.0,,
3783,2,HOUSE,HOUSE,DEINZE,9800,,,,1,2.0,169000.0,0,0,0.0,0,0,TO_RENOVATE,0,0,0,0.0,105.0,0.0,
16263,2,APARTMENT,APARTMENT,Schellebelle,9260,Hoogstraat,1,0101,0,,348500.0,0,1,7.0,0,0,AS_NEW,0,0,0,,105.0,,
16557,2,APARTMENT,PENTHOUSE,Berchem-Sainte-Agathe,1082,,,,1,3.0,200000.0,1,1,190.0,1,1,AS_NEW,0,0,0,,170.0,,
8412,4,HOUSE,HOUSE,DEURNE,2100,Van Duyststraat,96,,1,2.0,425000.0,0,0,0.0,0,0,GOOD,1,72,0,260.0,259.0,260.0,
6210,3,APARTMENT,APARTMENT,het Zoute,8300,Zeedijk,0,,0,,2495000.0,0,0,0.0,0,0,GOOD,0,0,0,,110.0,,
5583,2,APARTMENT,APARTMENT,Anderlecht,1070,Demosthenesstraat,240,0201,0,2.0,239000.0,0,1,7.0,0,0,GOOD,0,0,0,,97.0,,UnderOption
6286,3,APARTMENT,APARTMENT,Knokke-Heist,8300,Lippenslaan,346,21,0,,995000.0,0,0,0.0,0,0,GOOD,0,0,0,,108.0,,
13987,3,APARTMENT,APARTMENT,Knokke-Heist,8300,Kustlaan,198,14,1,2.0,1795000.0,0,1,,0,0,AS_NEW,0,0,0,,90.0,,
6057,4,HOUSE,HOUSE,Lasne,1380,,,,0,4.0,830000.0,0,0,0.0,1,1,GOOD,0,0,0,2294.0,183.0,2294.0,
10543,1,APARTMENT,APARTMENT,HUY,4500,Chaussée de Waremme,102,2.2,1,2.0,230000.0,0,1,6.0,0,0,,0,0,0,,77.0,,
11058,3,HOUSE,HOUSE,BORGERHOUT,2140,Kroonstraat,134,,1,2.0,389900.0,0,1,5.0,0,0,JUST_RENOVATED,1,19,0,80.0,150.0,80.0,
3116,2,APARTMENT,APARTMENT,Knokke-Heist,8300,Piers de Raveschootlaan,113,22,1,,620000.0,0,1,,0,0,JUST_RENOVATED,0,0,0,,85.0,,
11837,2,APARTMENT,APARTMENT,Rumbeke,8800,Groene-Herdersgoed,1,13,1,,219000.0,0,1,,0,0,GOOD,0,0,0,,77.0,,
14098,2,APARTMENT,APARTMENT,WOLUWE-SAINT-LAMBERT,1200,Square Joseph Hanse,3,,0,,415000.0,0,0,0.0,0,0,GOOD,0,0,0,,26.0,,
11089,0,APARTMENT,FLAT_STUDIO,Auderghem,1160,Boulevard des Invalides,218,,1,,250000.0,1,1,3.0,0,0,AS_NEW,0,0,0,,41.0,,
2483,2,APARTMENT,APARTMENT,Knokke,8300,De Wielingen,16B,64,0,,899000.0,0,1,,0,0,JUST_RENOVATED,0,0,0,,61.0,,
14133,2,APARTMENT,APARTMENT,Blankenberge,8370,Zeedijk,129,0808,0,,465000.0,1,1,30.0,0,0,,0,0,0,,109.0,,
14944,4,HOUSE,HOUSE,Hal,1500,Eizingenstraat,46,,1,2.0,510000.0,0,1,40.0,0,0,AS_NEW,1,220,0,450.0,3502.0,450.0,
12778,2,APARTMENT,APARTMENT,Oostende,8400,Koninginnelaan,62,501,1,1.0,229000.0,0,1,9.0,0,0,GOOD,0,0,0,,90.0,,
14866,3,APARTMENT,APARTMENT,Eeklo,9900,Collegestraat,1,201,1,,292307.0,0,1,17.0,0,0,GOOD,0,0,0,,82.0,,
15532,4,HOUSE,VILLA,WAREGEM,8790,,,,1,4.0,1350000.0,0,1,,1,1,GOOD,0,0,1,873.0,320.0,873.0,
936,3,HOUSE,HOUSE,Sint-Niklaas,9100,Watermolendreef,122,,0,4.0,269000.0,0,0,0.0,0,0,AS_NEW,0,0,0,100.0,137.0,100.0,
13786,2,HOUSE,HOUSE,Zoersel,2980,Kwikaard,121,,1,4.0,578000.0,0,1,62.0,1,1,AS_NEW,1,1000,0,1300.0,220.0,1300.0,
10907,2,APARTMENT,APARTMENT,HOBOKEN,2660,Haspengouwstraat,29,1v,0,2.0,296000.0,0,1,9.0,0,0,AS_NEW,0,0,0,,100.0,,
14873,2,APARTMENT,APARTMENT,Lier,2500,Boomlaarstraat,8,1,0,,379000.0,0,0,0.0,0,0,GOOD,0,0,0,,,,
3696,3,HOUSE,HOUSE,Herzele,9550,Krommestraat,39,,1,4.0,299000.0,0,1,,0,0,TO_BE_DONE_UP,0,0,0,1725.0,165.0,1725.0,UnderOption
8830,3,APARTMENT,GROUND_FLOOR,Wezembeek-Oppem,1970,Rue Louis Marcelis,88,,0,,435000.0,0,1,10.0,0,0,AS_NEW,1,40,0,,120.0,,
